2025-06-05 16:28:03,0.000000,0.000000,7.288732,
2025-06-05 16:28:11,24.400000,53.900000,7.288150,
2025-06-05 16:28:20,24.300000,53.700000,7.288195,
2025-06-05 16:28:28,24.300000,53.700000,7.288620,
2025-06-05 16:28:35,24.400000,53.700000,7.288441,
2025-06-05 16:28:44,24.300000,53.600000,7.288575,
2025-06-05 16:28:52,24.300000,53.600000,7.288084,
2025-06-05 16:28:59,24.300000,53.600000,7.287614,
2025-06-05 16:29:08,24.400000,53.700000,7.286921,
2025-06-05 16:29:16,24.300000,53.600000,7.287145,
2025-06-05 16:29:24,24.300000,53.600000,7.288061,
2025-06-05 16:29:31,24.300000,53.600000,7.287815,
2025-06-05 16:29:40,24.300000,53.600000,7.288620,
2025-06-05 16:29:48,24.300000,53.600000,7.288620,
